individual,date,FS_channel,trial,bath_location,temp_increment,group,groups_simplified,externa_length,externa_width,externa_area,ext_biomass,ext_dactyl,externa_colour,starvation_date,starv_time,crab_biomass,dactyl,shell_type,shell_height,crab_water_volume_ml,crab_water_volume_L,control_water_ml,control_water_L,crab_slope_raw,temperature,control_slope_raw,crab_slope_vol_corrected,control_slope_volume_corrected,drift_corrected,met_rate_raw,met_rate,log_met_rate,,,experiment_survival,24_hour_survival,Note,,
20,2021-8-11,2,7,C,22,infected,infected,1.6,0.8,1.28,80,0.7111111111,orange/red,2021-8-4,,0.016,1.8,littorina_scutulata,7.3,,0.02340534,,0.02337104,-0.0093121,22.648691,-0.0049163,-0.0002179528666,-0.000114899044,-0.0001030538227,-0.006440863916,6.440863916,0.8089441234,,,yes,no,"late survival check, august 14",,
49,2021-8-11,3,7,B,22,infected,infected,,,0,0,0,,2021-8-4,,0.016,1.7,littorina_scutulata,6.7,,0.02355038,,0.02348276,-0.009256,22.6260211,-0.0037724,-0.0002179823173,-0.00008858636382,-0.0001293959535,-0.008087247091,8.087247091,0.9078007124,,,yes,no,"late survival check, august 14",,
17,2021-8-11,4,7,A,22,nonovigerous,uninfected,,,0,0,0,,2021-8-4,,0.015,1.4,littorina_scutulata,6.5,,0.02338378,,0.02340142,-0.011366,22.6260211,-0.0055231,-0.0002657800435,-0.0001292483828,-0.0001365316607,-0.009102110712,9.102110712,0.9591421137,,,yes,no,"late survival check, august 14",,
32,2021-8-14,1,8,D,22,former_ovigerous,uninfected,,,0,0,0,,2021-8-8,,0.014,1.9,littorina_scutulata,6.4,,0.02365328,,0.02353666,-0.0104548,22.4237211,-0.0053892,-0.0002472903117,-0.0001268437681,-0.0001204465437,-0.008603324548,8.603324548,0.9346663063,,,yes,no,,,
33,2021-8-14,2,8,C,22,infected,infected,1.5,0.4,0.6,37.5,0.3333333333,orange/red,2021-8-8,,0.016,1.8,littorina_scutulata,7.4,,0.02337986,,0.02337104,-0.009739,22.4237211,-0.0052462,-0.0002276964565,-0.00012260915,-0.0001050873065,-0.006567956656,6.567956656,0.8174302781,,,yes,yes,,,
36,2021-8-14,3,8,B,22,infected,infected,,,0,#VALUE!,#DIV/0!,,2021-8-8,,dead,,,,,NA,,0.04231248,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,,,yes,no,,,
46,2021-8-14,4,8,A,22,nonovigerous,uninfected,,,0,0,0,,2021-8-8,,0.011,1.6,littorina_scutulata,5.4,,0.02341416,,0.02340142,-0.0100174,22.4237211,-0.0057558,-0.0002345490064,-0.0001346938932,-0.00009985511315,-0.009077737559,9.077737559,0.957977623,,,yes,yes,,,
15,2021-8-15,1,9,D,22,infected,infected,2.4,0.9,2.16,120,1.028571429,orange,2021-8-9,,0.018,2.1,littorina_sitkana,6.4,,0.02358076,,0.02353666,-0.0100186,22.1837866,-0.0034113,-0.0002362462021,-0.00008029060826,-0.0001559555939,-0.00866419966,8.66419966,0.9377284517,,,yes,no,"late survival check, aug 20",,
44,2021-8-15,2,9,C,22,nonovigerous,uninfected,,,0,0,0,,2021-8-9,,0.017,2.2,littorina_scutulata,7.9,,0.02344258,,0.02337104,-0.0079976,22.1837866,-0.0045513,-0.0001874843778,-0.0001063686144,-0.00008111576346,-0.004771515497,4.771515497,0.6786563387,,,yes,yes,"late survival check, aug 17",,
52,2021-8-15,3,9,B,22,infected,infected,2.3,0.7,1.61,76.66666667,0.6708333333,orange,2021-8-9,,0.021,2.4,littorina_scutulata,7.6,,0.02356214,,0.02352882,-0.0135368,22.1837866,-0.0047478,-0.0003189559768,-0.0001117101316,-0.0002072458452,-0.009868849769,9.868849769,0.9942665379,,,yes,no,"late survival check, aug 19",,
16,2021-8-15,4,9,A,22,former_ovigerous,uninfected,,,0,0,0,,2021-8-9,,0.02,2.1,littorina_scutulata,6.5,,0.02342984,,0.02342396,-0.0098467,22.1837866,-0.0034386,-0.0002307066055,-0.00008054562886,-0.0001501609767,-0.007508048834,7.508048834,0.8755270887,,,yes,yes,"late survival check, aug 18",,
12,2021-8-25,1,10,D,22,infected,infected,2.3,0.9,2.07,64.6875,0.9857142857,orange,2021-8-17,,0.032,2.1,littorina_sitkana,7.4,,0.02357292,,0.02353666,-0.0064868,22.2248281,-0.0015088,-0.0001529128175,-0.00003551211261,-0.0001174007048,-0.003668772027,3.668772027,0.564520726,,,yes,no,,,
10,2021-8-25,NA,10,NA,22,former_ovigerous,uninfected,,,0,#VALUE!,#DIV/0!,,2021-8-17,,NA,,,,,NA,,0.02337104,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,,,yes,NA,,,
1,2021-8-25,3,10,B,22,infected,infected,1.4,0.4,0.56,46.66666667,0.2947368421,orange,2021-8-17,,0.012,1.9,littorina_scutulata,6.4,,0.02352392,,0.02352882,-0.0039699,22.2248281,-0.0008306,-0.00009338761001,-0.00001954303789,-0.00007384457212,-0.006153714343,6.153714343,0.7891373323,,,yes,no,,,
51,2021-8-25,4,10,A,22,nonovigerous,uninfected,,,0,0,0,,2021-8-17,,0.012,1.7,littorina_scutulata,6.5,,0.02347198,,0.02342396,-0.0047712,22.2248281,-0.0015091,-0.000111989511,-0.00003534909804,-0.00007664041294,-0.006386701078,6.386701078,0.80527659,,,yes,no,check aug 28,,
42,2021-8-28,1,11,D,22,former_ovigerous,uninfected,,,0,0,0,,2021-8-24,,0.067,2.6,littorina_sitkana,6.9,,0.02343964,,0.02358468,-0.0170478,22.5299674,-0.004524,-0.0003995942948,-0.0001066970923,-0.0002928972025,-0.004371600037,4.371600037,0.640640421,,,yes,no,,,
47,2021-8-28,2,11,C,22,infected,infected,1.2,0.5,0.6,50,0.4,orange,2021-8-24,,0.012,1.5,littorina_scutulata,5.1,,0.02342788,,0.02342984,-0.0089258,22.5299674,-0.0037089,-0.0002091125713,-0.00008689893358,-0.0001222136377,-0.01018446981,10.18446981,1.007938425,,,yes,no,x,,
38,2021-8-28,3,11,B,22,infected_isopod,infected,,,0,0,0,,2021-8-24,,0.083,3.4,littorina_sitkana,6.2,,0.02348472,,0.02352882,-0.0165882,22.5299674,-4.09E-03,-0.0003895692323,-9.63E-05,-2.93E-04,-3.53E-03,3.53E+00,0.5481414714,,,yes,no,,,
46,2021-8-28,4,11,A,22,infected,uninfected,0.7,0.3,0.21,26.25,0.15,clear,2021-8-24,,0.008,1.4,littorina_scutulata,5.1,,0.023389366,,0.02342396,-0.0081234,22.5299674,-0.0045157,-0.0001900011758,-0.0001057755762,-0.00008422559959,-0.01052819995,10.52819995,1.022354124,,,yes,no,,,
53,2021-8-29,1,12,D,22,infected,infected,1.8,0.7,1.26,60,0.7411764706,orange,2021-8-24,,0.021,1.7,,,,0.02350432,,0.02358468,-0.011517,22.2090264,-0.0039308,-0.0002706992534,-0.00009270666014,-0.0001779925933,-0.008475837776,8.475837776,0.9281826359,,,yes,no,check aug 30,,
17c,2021-8-29,2,12,C,22,infected,infected,1.8,0.7,1.26,70,0.6631578947,orange,2021-8-24,,0.018,1.9,,,,0.0233387,,0.02342984,-0.0096395,22.2090264,-3.97E-03,-0.0002249733987,-9.29E-05,-1.32E-04,-7.34E-03,7.34E+00,0.8654988705,,,yes,yes,"mistake, that this one was used, not properly starved ",,
19b,2021-8-29,3,12,B,22,infected,infected,2,0.8,1.6,100,0.7272727273,orange,2021-8-24,,0.016,2.2,,,,0.0235396,,0.02352882,-0.0100893,22.2090264,-0.0044478,-0.0002374980863,-0.0001046514856,-0.0001328466007,-0.008302912543,8.302912543,0.9192304634,,,yes,yes,,,
8b,2021-8-29,4,12,A,22,nonovigerous,uninfected,,,0,0,0,,2021-8-24,,0.018,1.7,,,,0.02338182,,0.02342396,-0.0109193,22.2090264,-0.0056797,-0.0002553131071,-0.0001330410656,-0.0001222720415,-0.006792891195,6.792891195,0.8320546584,,,yes,unsure survival,,,
21b,2021-8-30,1,13,D,22,former_ovigerous,uninfected,,,0,0,0,,2021-8-25,,0.02,1.9,,,,0.02354646,,0.02358468,-0.0098199,22.2385336,-0.0038455,-0.0002312238826,-0.00009069488694,-0.0001405289956,-0.007026449781,7.026449781,0.8467359466,,,yes,,,,
13c,2021-8-30,2,13,C,22,infected,infected,1.3,0.4,0.52,52,0.3466666667,orange,2021-8-25,,0.01,1.5,,,,0.02337594,,0.02342984,-0.0089832,22.2385336,-0.0048967,-0.0002099907442,-0.0001147288975,-0.00009526184668,-0.009526184668,9.526184668,0.9789189962,,,yes,,,,
18b,2021-8-30,3,13,B,22,infected,infected,,,0,0,0,orange,2021-8-25,,0.031,2.2,,,,0.02335536,,0.02352882,-0.0147006,22.2385336,-0.0039922,-0.0003433378052,-0.0000939317552,-0.00024940605,-0.008045356452,8.045356452,0.9055452904,,,yes,,,,
39,2021-8-30,4,13,A,22,infected,infected,1.8,0.6,1.08,98.18181818,0.72,orange,2021-8-25,,0.011,1.5,,,,0.023471,,0.02342396,-0.0092244,22.2385336,-0.0044951,-0.0002165058924,-0.0001052930426,-0.0001112128498,-0.01011025907,10.11025907,1.004762284,,,yes,,,,
7b,2021-8-31,1,14,D,22,infected,infected,1.6,0.5,0.8,28.57142857,0.4,orange/red,2021-8-25,,0.028,2,,,,0.02355528,,0.02358468,-0.0109488,22.3224622,-0.0057932,-0.0002579020497,-0.0001366307682,-0.0001212712815,-0.004331117196,4.331117196,0.6365999355,,,yes,,,,
2b,2021-8-31,2,14,C,22,infected,infected,1.1,0.7,0.77,40.52631579,0.48125,orange,2021-8-25,,0.019,1.6,,,,0.02343474,,0.02342984,-0.007288,22.3224622,-0.0042254,-0.0001707923851,-0.00009900044594,-0.00007179193918,-0.003778523115,3.778523115,0.5773220833,,,yes,,,,
30b,2021-8-31,3,14,B,22,former_ovigerous,uninfected,,,0,#VALUE!,#DIV/0!,,2021-8-25,,NA,,,,,NA,,0.02352882,-0.0073132,22.3224622,-0.0043575,#VALUE!,-0.0001025268332,#VALUE!,NA,NA,NA,,,yes,,,,
54b,2021-8-31,4,14,A,22,nonovigerous,uninfected,,,0,0,0,,2021-8-25,,0.012,1.9,,,,0.02336418,,0.02342396,-0.0092825,22.3224622,-0.0044831,-0.0002168780009,-0.0001050119551,-0.0001118660458,-0.009322170481,9.322170481,0.9695170409,,,yes,,,,
40c,2021-9-1,1,15,D,22,nonovigerous,uninfected,,,0,0,0,,2021-8-28,,0.004,1.2,,,,0.02360722,,0.02358468,-0.0066859,22.3995062,-0.0042602,-0.0001578355122,-0.0001004754537,-0.00005736005846,-0.01434001462,14.34001462,1.156549594,,,yes,missing?? check other notes,,,
3b,2021-9-1,2,15,C,22,infected,infected,2.3,0.6,1.38,33.65853659,0.575,orange,2021-8-28,,0.041,2.4,,,,0.02331616,,0.02342984,-0.0151315,22.3995062,-0.0035017,-0.000352808475,-0.00008204427073,-0.0002707642043,-0.006604004983,6.604004983,0.8198073923,,,yes,yes,,,
32c,2021-9-1,3,15,B,22,infected,infected,1,0.3,0.3,27.27272727,0.2,orange,2021-8-28,,0.011,1.5,,,,0.02350334,,0.02352882,-0.007696,22.3995062,-0.0039558,-0.0001808817046,-0.00009307530616,-0.00008780639848,-0.007982399862,7.982399862,0.9021334791,,,yes,no,,,
11b,2021-9-1,4,15,A,22,infected,infected,0.9,0.5,0.45,37.5,0.3,clear,2021-8-28,,0.012,1.5,,,,0.023422,,0.02342396,-0.0079027,22.3995062,-4.26E-03,-0.0001850970394,-9.97E-05,-8.54E-05,-7.12E-03,7.12E+00,0.8521931348,,,yes,no,,,
26c,2021-9-2,1,16,D,22,former_ovigerous,uninfected,,,0,0,0,,2021-8-29,,0.014,1.5,,,,0.0235592,,0.02358468,-0.0080341,22.2463763,-0.0049487,-0.0001892769687,-0.0001167135059,-0.0000725634628,-0.005183104486,5.183104486,0.7145899639,,,yes,yes,late check sept 7,,
52c,2021-9-2,2,16,C,22,nonovigerous,uninfected,,,0,0,0,,2021-8-29,,0.009,1.4,,,,0.02339456,,0.02342984,-0.008229,22.2463763,-0.0044725,-0.0001925138342,-0.0001047899594,-0.00008772387484,-0.009747097204,9.747097204,0.9888752972,,,yes,yes,late check sept 7,,
27c,2021-9-2,3,16,B,22,infected,infected,1.9,0.6,1.14,63.33333333,0.6333333333,orange,2021-8-29,,0.018,1.8,,,,0.02349942,,0.02352882,-0.0089623,22.2463763,-4.87E-03,-0.0002106088519,-1.15E-04,-9.61E-05,-5.34E-03,5.34E+00,0.7273709782,,,yes,yes,late check sept 7,,
15c,2021-9-2,4,16,A,22,infected,infected,2.2,0.7,1.54,48.125,0.77,orange,2021-8-30,,0.032,2,,,,0.02335928,,0.02342396,-0.0140837,22.2463763,-0.0049226,-0.0003289850917,-0.0001153067855,-0.0002136783062,-0.00667744707,6.67744707,0.8246104542,,,yes,yes,late check sept 7,,
19,2021-8-1,1,1,D,27,infected,infected,,,0,0,0,orange,2021-7-27,,0.013,2.4,littorina_scutulata,6.1,,0.02357292,,0.02373854,-0.0150952,27.4362066,NA,-0.000355837942,#VALUE!,#VALUE!,#VALUE!,NA,NA,,,yes,yes,,,
22,2021-8-1,2,1,C,27,nonovigerous,uninfected,,,0,0,0,,2021-7-27,,0.044,5.1,,7.3,,0.02337888,,0.02358566,-0.0208617,27.4362066,NA,-0.0004877231809,#VALUE!,#VALUE!,#VALUE!,NA,NA,,,yes,yes,,,
43,2021-8-1,3,1,B,27,ovigerous,ovigerous,,,0,0,0,,2021-7-28,,0.031,3.6,,,,0.02348766,,0.02369738,-0.01726,27.4362066,NA,-0.0004053970116,#VALUE!,#VALUE!,#VALUE!,NA,NA,,,yes,yes,"not randomly picked, but only one with eggs in jar. had eggs during experiment by August 4 they were gone",,
18,2021-8-1,4,1,A,27,nonovigerous,uninfected,,,0,0,#DIV/0!,,2021-7-27,,0.007,,,,,0.02341416,,0.02357194,-0.0113996,27.4362066,NA,-0.0002669120583,#VALUE!,#VALUE!,#VALUE!,NA,NA,,,yes,no,This run has the weird calibration,,
8,2021-8-5,1,2,D,27,former_ovigerous,uninfected,,,0,0,0,,2021-7-29,,0.02,1,littorina_scutulata,6.5,,0.02363368,,0.02373854,-0.0138347,27.4955649,-0.0090915,-0.0003269648727,-0.0002158189364,-0.0001111459363,-0.005557296814,5.557296814,0.744863593,,,yes,no,checked survival for trial on Aug 8 mornign,,
2,2021-8-5,2,2,C,27,hyper_infected,hyper_infected,,,0,0,0,hyper,2021-7-29,,0.051,1.9,littorina_sitkana,7.4,,0.023373,,0.02358566,-0.0205903,27.4955649,-0.0092567,-0.0004812570819,-0.0002183253789,-0.000262931703,-0.005155523588,5.155523588,0.7122727782,,,yes,no,checked survival for trial on Aug 8 mornign,,
30,2021-8-5,3,2,B,27,nonovigerous,uninfected,,,0,0,0,,2021-7-29,,0.013,0.9,littorina_scutulata,5.1,,0.02362584,,0.02369738,-0.0147495,27.4955649,-0.0091396,-0.0003484693271,-0.0002165845742,-0.0001318847528,-0.01014498099,10.14498099,1.006251237,,,yes,no,checked survival for trial on Aug 8 mornign,,figure out why there is a 32C control take 2  (used take 2 in datafile
29,2021-8-5,4,2,A,27,former_ovigerous,uninfected,,,0,0,0,,2021-7-29,,0.018,1.2,,6,,0.02338182,,0.02357194,-0.0141258,27.4955649,-0.008929,-0.000330286913,-0.0002104738523,-0.0001198130607,-0.00665628115,6.65628115,0.8232316575,,,yes,no,checked survival for trial on Aug 8 mornign,,
7,2021-8-6,1,3,D,27,former_ovigerous,uninfected,,,0,0,0,,2021-7-30,,0.013,1.7,littorina_scutulata,5.1,,0.02359546,,0.02353666,-0.0163443,27.771243,-1.11E-02,-0.0003856512769,-2.62E-04,-1.24E-04,-9.51E-03,9.51E+00,0.978203246,,,yes,no,checked survival for trial on Aug 8 mornign,,
6,2021-8-6,2,3,C,27,former_ovigerous,uninfected,,,0,0,0,,2021-7-30,,0.011,1.3,,3.5,,0.02340142,,0.02337104,-0.0143052,27.771243,-0.0095653,-0.0003347619934,-0.0002235510089,-0.0001112109845,-0.0101100895,10.1100895,1.004755,,,yes,yes,checked survival for trial on Aug 8 mornign,,
40,2021-8-6,3,3,B,27,infected_isopod,infected_isopod,,,0,0,0,,2021-7-30,,0.033,2.3,,,,0.0234514,,0.02348276,-0.0204474,27.771243,-0.009476,-0.0004795201564,-0.0002225226338,-0.0002569975226,-0.007787803715,7.787803715,0.891414997,,,yes,yes,checked survival for trial on Aug 8 mornign,,
9,2021-8-6,4,3,A,27,nonovigerous,uninfected,,,0,0,0,,2021-7-30,,0.008,1.2,,,,0.02345042,,0.02340142,-0.0159067,27.771243,-0.0119755,-0.0003730187958,-0.0002802437052,-0.0000927750906,-0.01159688633,11.59688633,1.0643414,,,yes,NA,checked survival for trial on Aug 8 mornign,,
54,2021-8-8,1,4,D,27,hyper_infected,hyper_infected,,,0,0,0,hyper,2021-7-31,,0.019,1.6,littorina_sitkana,5.5,,0.0235445,,0.02353666,-0.01944,27.4681393,-0.0135482,-0.00045770508,-0.000318879377,-0.000138825703,-0.007306615947,7.306615947,0.8637162804,,,yes,no,"late check: checked aug 10 not 100% sure this is a lirio, was small.  chance it could be a second ext.",,
24,2021-8-8,2,4,C,27,former_ovigerous,uninfected,,,0,0,0,,2021-7-31,,0.017,1.5,littorina_scutulata,7,,0.02343082,,0.02337104,-0.018128,27.4681393,-0.0115685,-0.000424753905,-0.0002703678762,-0.0001543860287,-0.009081531101,9.081531101,0.9581590746,,,yes,yes,late check: checked aug 10,,
35,2021-8-8,3,4,B,27,former_ovigerous,uninfected,,,0,0,0,,2021-7-31,,0.018,1.6,littorina_scutulata,7.3,,0.02356214,,0.02348276,-0.0214703,27.4681393,-0.0134219,-0.0005058862144,-0.0003151832564,-0.000190702958,-0.01059460878,10.59460878,1.025084924,,,yes,yes,late check: checked aug 10,,
3,2021-8-8,4,4,A,27,nonovigerous,uninfected,,,0,0,0,,2021-7-31,,0.011,1.4,littorina_scutulata,6.1,,0.02343278,,0.02340142,-0.0170773,27.4681393,-0.0138094,-0.0004001686139,-0.0003231595693,-0.00007700904455,-0.007000822231,7.000822231,0.84514905,,,yes,no,late check: checked aug 10,,
48,2021-8-9,1,5,D,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-1,,0.043,2.5,littorina_sitkana,7.6,,0.02357782,,0.02353666,-0.0230219,27.4333701,-0.0118783,-0.0005428062143,-0.0002795755085,-0.0002632307058,-0.00612164432,6.12164432,0.7868680926,,,yes,yes,,,
11,2021-8-9,2,5,C,27,infected_isopod,infected_isopod,,,0,0,0,,2021-8-1,,0.011,1.5,littorina_scutulata,6.1,,0.0234808,,0.02337104,-0.0137301,27.4333701,-0.0129827,-0.0003223937321,-0.000303419201,-0.00001897453107,-0.00172495737,1.72495737,0.2367783666,,,yes,no,,,
14,2021-8-9,3,5,B,27,infected,infected,2.5,0.9,2.25,97.82608696,1.125,red,2021-8-1,,0.023,2,littorina_scutulata,7.2,,0.02350138,,0.02348276,-0.0068057,27.4333701,-0.0132697,-0.0001599433419,-0.0003116091804,0.0001516658385,0.006594166892,-6.594166892,NA,,,yes,yes,,,
31,2021-8-9,4,5,A,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-1,,0.011,1.5,littorina_scutulata,5.8,,0.02342298,,0.02340142,-0.0166603,27.4333701,-0.0116222,-0.0003902338737,-0.0002719759835,-0.0001182578902,-0.01075071729,10.75071729,1.031437441,,,yes,yes,,,
26,2021-8-10,1,6,D,27,infected,infected,1.6,0.6,0.96,87.27272727,0.6857142857,orange,2021-8-2,,0.011,1.4,littorina_scutulata,5,,0.02358174,,0.02353666,-0.0187264,27.7311554,-0.0166073,-0.0004416010959,-0.0003908803736,-0.00005072072232,-0.004610974756,4.610974756,0.6637927446,,,yes,yes,,,
4,2021-8-10,2,6,C,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-2,,0.017,1.6,littorina_scutulata,7.5,,0.0234661,,0.02337104,-0.0188297,27.7311554,-0.0125642,-0.0004418596232,-0.0002936384208,-0.0001482212024,-0.008718894259,8.718894259,0.9404614107,,,yes,yes,,,
23,2021-8-10,3,6,B,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-2,,0.024,2.1,littorina_sitkana,6.6,,0.02353176,,0.02348276,-0.0215345,27.7311554,-0.0136127,-0.0005067446857,-0.0003196637671,-0.0001870809187,-0.007795038278,7.795038278,0.8918182521,,,yes,no,,,
13,2021-8-10,4,6,A,27,nonovigerous,uninfected,,,0,0,0,,2021-8-2,,0.029,2.2,littorina_sitkana,6.5,,0.02341318,,0.02340142,-0.0212292,27.7311554,-0.0126355,-0.0004970430809,-0.0002956886424,-0.0002013544384,-0.006943256498,6.943256498,0.8415632093,,,yes,yes,,,
27,2021-8-11,1,7,D,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-4,,0.024,1.7,littorina_scutulata,7.4,,0.02358566,,0.02353666,-0.0188651,27.337076,-0.0115194,-0.0004449458345,-0.0002711282012,-0.0001738176333,-0.007242401386,7.242401386,0.8598825905,,,yes,no,"late survival check, august 14",,
20,2021-8-11,2,7,C,27,infected,infected,1.6,0.8,1.28,80,0.7111111111,orange/red,2021-8-4,,0.016,1.8,littorina_scutulata,7.3,,0.02340534,,0.02337104,-0.0163721,27.337076,-0.0110791,-0.000383194567,-0.0002589300893,-0.0001242644778,-0.007766529859,7.766529859,0.8902270163,,,yes,no,"late survival check, august 14",,
49,2021-8-11,3,7,B,27,infected,infected,,,0,0,0,,2021-8-4,,0.016,1.7,littorina_scutulata,6.7,,0.02355038,,0.02348276,-0.0156818,27.337076,-0.0086536,-0.0003693123491,-0.0002032104119,-0.0001661019371,-0.01038137107,10.38137107,1.016254715,,,yes,no,"late survival check, august 14",,
17,2021-8-11,4,7,A,27,nonovigerous,uninfected,,,0,0,0,,2021-8-4,,0.015,1.4,littorina_scutulata,6.5,,0.02338378,,0.02340142,-0.01832,27.337076,-0.012654,-0.0004283908496,-0.0002961215687,-0.0001322692809,-0.008817952061,8.817952061,0.9453677335,,,yes,no,"late survival check, august 14",,
32,2021-8-14,1,8,D,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-8,,0.014,1.9,littorina_scutulata,6.4,,0.02365328,,0.02353666,-0.0186497,27.5582684,-0.0131987,-0.000441126576,-0.0003106533143,-0.0001304732617,-0.009319518691,9.319518691,0.9693934837,,,yes,no,,,
33,2021-8-14,2,8,C,27,infected,infected,1.5,0.4,0.6,37.5,0.3333333333,orange/red,2021-8-8,,0.016,1.8,littorina_scutulata,7.4,,0.02337986,,0.02337104,-0.0172788,27.5582684,-0.0123396,-0.000403975925,-0.0002883892852,-0.0001155866398,-0.007224164987,7.224164987,0.8587876559,,,yes,yes,,,
36,2021-8-14,3,8,B,27,infected,infected,,,0,#VALUE!,#DIV/0!,,2021-8-8,,dead,,,,,NA,,0.04231248,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,,,yes,no,,,
46,2021-8-14,4,8,A,27,nonovigerous,uninfected,,,0,0,0,,2021-8-8,,0.011,1.6,littorina_scutulata,5.4,,0.02341416,,0.02340142,-0.0170335,27.5582684,-0.0127651,-0.0003988250944,-0.0002987214664,-0.0001001036279,-0.009100329811,9.100329811,0.9590571321,,,yes,yes,,,
15,2021-8-15,1,9,D,27,infected,infected,2.4,0.9,2.16,120,1.028571429,orange,2021-8-9,,0.018,2.1,littorina_sitkana,6.4,,0.02358076,,0.02353666,-0.0148829,27.5330307,-0.0073532,-0.000350950093,-0.0001730697683,-0.0001778803247,-0.009882240261,9.882240261,0.9948554084,,,yes,no,"late survival check, aug 20",,
44,2021-8-15,2,9,C,27,nonovigerous,uninfected,,,0,0,0,,2021-8-9,,0.017,2.2,littorina_scutulata,7.9,,0.02344258,,0.02337104,-0.0126634,27.5330307,-0.0082138,-0.0002968627676,-0.0001919650484,-0.0001048977192,-0.006170454072,6.170454072,0.7903171241,,,yes,yes,"late survival check, aug 17",,
52,2021-8-15,3,9,B,27,infected,infected,2.3,0.7,1.61,76.66666667,0.6708333333,orange,2021-8-9,,0.021,2.4,littorina_scutulata,7.6,,0.02356214,,0.02352882,-0.0157122,27.5330307,-0.0091466,-0.0003702130561,-0.000215208705,-0.0001550043511,-0.007381159576,7.381159576,0.8681245946,,,yes,no,"late survival check, aug 19",,
16,2021-8-15,4,9,A,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-9,,0.02,2.1,littorina_scutulata,6.5,,0.02342984,,0.02342396,-0.0163191,27.5330307,-0.008766,-0.0003823539019,-0.0002053344334,-0.0001770194686,-0.008850973429,8.850973429,0.946991037,,,yes,yes,"late survival check, aug 18",,
12,2021-8-25,1,10,D,27,infected,infected,2.3,0.9,2.07,64.6875,0.9857142857,orange,2021-8-17,,0.032,2.1,littorina_sitkana,7.4,,0.02357292,,0.02353666,-0.0115845,27.1810982,-0.0046159,-0.0002730804917,-0.0001086428689,-0.0001644376228,-0.005138675714,5.138675714,0.7108512116,,,yes,no,,,
10,2021-8-25,NA,10,NA,27,former_ovigerous,uninfected,,,0,#VALUE!,#DIV/0!,,2021-8-17,,NA,,,,,NA,,0.02337104,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,,,yes,NA,,,
1,2021-8-25,3,10,B,27,infected,infected,1.4,0.4,0.56,46.66666667,0.2947368421,orange,2021-8-17,,0.012,1.9,littorina_scutulata,6.4,,0.02352392,,0.02352882,-0.0071217,27.1810982,-0.0034936,-0.0001675303011,-0.00008220028555,-0.00008533001551,-0.007110834626,7.110834626,0.8519205785,,,yes,no,,,
51,2021-8-25,4,10,A,27,nonovigerous,uninfected,,,0,0,0,,2021-8-17,,0.012,1.7,littorina_scutulata,6.5,,0.02347198,,0.02342396,-0.0092892,27.1810982,-0.0057902,-0.0002180359166,-0.0001356294132,-0.00008240650342,-0.006867208619,6.867208619,0.836780241,,,yes,no,check aug 28,,
42,2021-8-28,1,11,D,27,former_ovigerous,uninfected,,,0,0,0,,2021-8-24,,0.067,2.6,littorina_sitkana,6.9,,0.02343964,,0.02358468,-0.0234611,27.2864904,-0.009198,-0.000549919738,-0.0002169318866,-0.0003329878514,-0.004969967931,4.969967931,0.6963535864,,,yes,no,,,
47,2021-8-28,2,11,C,27,infected,infected,1.2,0.5,0.6,50,0.4,orange,2021-8-24,,0.012,1.5,littorina_scutulata,5.1,,0.02342788,,0.02342984,-0.0140564,27.2864904,-0.0090569,-0.0003293116524,-0.0002122017179,-0.0001171099345,-0.009759161211,9.759161211,0.9894124922,,,yes,no,x,,
38,2021-8-28,3,11,B,27,infected_isopod,infected,,,0,0,0,,2021-8-24,,0.083,3.4,littorina_sitkana,6.2,,0.02348472,,0.02352882,-0.0233367,27.2864904,-6.79E-03,-0.0005480558652,-1.6E-04,-3.88E-04,-4.68E-03,4.68E+00,0.6700602191,,,yes,no,,,
46,2021-8-28,4,11,A,27,infected,uninfected,0.7,0.3,0.21,26.25,0.15,clear,2021-8-24,,0.008,1.4,littorina_scutulata,5.1,,0.023389366,,0.02342396,-0.0122076,27.2864904,-0.0078699,-0.0002855280244,-0.0001843442228,-0.0001011838016,-0.0126479752,12.6479752,1.102021005,,,yes,no,,,
